ID_Pelanggan,Usia_Pelanggan,Jenis_kelamin,Tanggungan,Pendidikan,Status_Kawin,Kode_Kota,Punya_Kendaraan,Punya_Rumah,Pinjaman,Kontak,Pekerjaan,Penghasilan
715379133,65,M,1,High School,Single,NY,no,no,no,telephone,Govt,19097
715380483,55,M,3,Uneducated,Married,AK,yes,yes,no,cellular,Businessman,63793
715381533,52,F,5,High School,Single,TX,no,no,no,cellular,Blue-collar,27800
715383108,41,F,4,Graduate,Married,CA,yes,no,no,cellular,Selfemployeed,14975
715389708,45,F,0,High School,Single,NY,no,yes,no,cellular,Selfemployeed,14975
715390608,54,M,2,Graduate,Single,TX,yes,yes,no,unknown,Blue-collar,97859
715391433,26,M,0,Uneducated,Single,NY,yes,no,no,cellular,Govt,22424
715392558,42,M,3,High School,Single,CA,yes,no,no,unknown,Govt,32973
715393908,31,M,0,Graduate,Married,FL,no,no,no,cellular,Blue-collar,66709
715394883,52,F,1,High School,Married,FL,no,yes,no,cellular,Businessman,17115
715395933,41,M,3,Unknown,Married,FL,no,no,no,cellular,Retirees,97792
715396983,44,M,2,Graduate,Married,NJ,yes,yes,yes,cellular,Govt,110590
715398033,39,M,2,Graduate,Single,TX,no,no,no,cellular,Blue-collar,10095
715398858,52,F,1,Unknown,Married,TX,no,yes,no,cellular,Selfemployeed,59135
715399908,42,M,3,Graduate,Married,NY,no,no,no,cellular,White-collar,52624
715400733,37,F,2,Graduate,Single,CA,yes,no,no,telephone,Selfemployeed,21776
715401633,57,F,1,High School,Single,CA,no,yes,no,telephone,Selfemployeed,21664
715404783,43,F,3,Graduate,Married,NY,yes,no,no,cellular,Businessman,104661
715405758,45,F,0,Graduate,Married,FL,yes,no,no,unknown,White-collar,26399
715406658,57,F,1,Graduate,Married,CA,no,yes,no,cellular,Blue-collar,32015
715409733,43,F,5,High School,Single,TX,no,no,no,unknown,Selfemployeed,26410
715410783,64,F,0,Graduate,Single,CA,yes,no,no,unknown,Retirees,26738
715411608,43,F,2,Uneducated,Single,CA,no,no,no,cellular,White-collar,34028
715412583,47,F,3,Graduate,Unknown,NJ,yes,yes,no,cellular,Retirees,42620
715413483,57,F,2,Graduate,Married,CA,no,no,no,cellular,Retirees,44413
715415508,36,F,4,Uneducated,Unknown,TX,no,yes,no,cellular,Retirees,56905
715416633,58,F,2,Unknown,Married,NJ,no,no,no,cellular,Retirees,17037
715418508,38,M,2,Unknown,Married,FL,no,yes,yes,cellular,Retirees,60291
715421058,54,F,3,Uneducated,Single,CA,no,yes,yes,unknown,Businessman,36568
715423233,26,F,0,Uneducated,Single,CA,yes,yes,yes,cellular,White-collar,38520
715424283,43,F,3,Graduate,Single,NY,no,yes,no,cellular,White-collar,34479
715429608,52,F,3,Graduate,Married,TX,no,no,yes,cellular,Blue-collar,38225
715432608,53,F,3,Uneducated,Single,NY,no,no,no,cellular,Blue-collar,12170
715435758,52,M,4,High School,Married,CA,no,no,no,cellular,Govt,74932
715436883,41,M,3,Graduate,Single,FL,yes,no,no,cellular,Businessman,107085
715440558,46,F,4,Unknown,Single,FL,no,no,no,cellular,White-collar,45683
715442958,40,F,3,Doctorate,Married,IL,no,yes,no,cellular,Retirees,16877
715443708,49,F,3,High School,Married,CA,yes,no,no,unknown,Selfemployeed,12937
715445058,40,F,3,High School,Unknown,NJ,yes,no,no,cellular,Retirees,31740
715445883,43,M,2,High School,Married,NV,no,yes,no,cellular,Blue-collar,63080
715447008,45,M,3,Post-Graduate,Married,CA,yes,no,no,cellular,Blue-collar,93901
715448058,44,F,2,Graduate,Single,CO,no,yes,no,cellular,Businessman,19483
715449333,51,F,0,Doctorate,Single,NV,yes,yes,no,cellular,Businessman,26154
715452408,35,M,1,High School,Married,FL,yes,yes,no,cellular,Selfemployeed,75603
715455708,36,F,5,Unknown,Single,TX,no,yes,no,unknown,White-collar,26185
715457658,53,F,3,Post-Graduate,Married,NY,yes,no,no,cellular,Govt,15211
715459158,43,M,3,High School,Married,CA,no,yes,no,cellular,Blue-collar,108066
715462008,60,F,0,Graduate,Married,FL,no,no,no,unknown,Businessman,20481
715463133,48,F,5,Uneducated,Single,TX,no,yes,no,cellular,Retirees,40661
715466133,34,F,0,High School,Married,CA,no,no,no,cellular,Govt,59396
715468083,41,F,3,Graduate,Married,TX,no,yes,no,telephone,Govt,35049
715469583,44,M,3,High School,Married,TX,yes,no,yes,telephone,Selfemployeed,107870
715471833,56,M,1,Doctorate,Married,NY,no,no,no,cellular,Businessman,66837
715474083,52,F,2,Uneducated,Single,FL,no,yes,no,unknown,White-collar,177883
715474833,46,M,4,Graduate,Single,TX,no,yes,no,cellular,Retirees,59996
715477233,48,M,3,High School,Single,NY,yes,yes,no,cellular,Selfemployeed,48236
715478733,41,F,1,High School,Married,NY,no,yes,no,cellular,Govt,25004
715479483,51,F,2,Unknown,Single,FL,yes,no,no,unknown,Businessman,21247
715480983,51,F,2,Unknown,Single,NJ,no,yes,no,cellular,Retirees,37017
715482483,61,F,1,Graduate,Married,NJ,yes,yes,no,cellular,Businessman,24280
715485483,32,M,1,High School,Married,FL,yes,yes,no,cellular,Selfemployeed,14975
715487733,59,F,0,Graduate,Married,CA,yes,no,no,unknown,Govt,24927
715488483,36,M,2,Doctorate,Married,FL,no,yes,no,cellular,Retirees,69192
715490733,46,M,4,Post-Graduate,Married,TX,no,no,no,unknown,Blue-collar,10082
715491483,51,F,4,Post-Graduate,Married,TX,yes,no,no,cellular,Govt,40513
715492983,52,M,5,Doctorate,Single,TX,yes,yes,no,cellular,Govt,58590
715493733,43,M,3,Graduate,Married,FL,yes,yes,no,cellular,White-collar,117878
715495308,39,M,3,Graduate,Married,NY,no,yes,yes,cellular,White-collar,45354
715496058,39,M,2,Uneducated,Single,CA,yes,yes,yes,cellular,Blue-collar,108177
715496808,47,F,3,Doctorate,Single,NJ,no,no,no,cellular,Govt,52132
715497558,36,F,0,Unknown,Married,TX,no,yes,no,unknown,Businessman,30424
715498308,51,F,1,High School,Married,NY,yes,no,no,unknown,Selfemployeed,14975
715499058,48,F,3,Graduate,Married,FL,yes,yes,no,cellular,Govt,32371
715499808,41,F,3,High School,Married,CA,yes,yes,no,cellular,Selfemployeed,12150
715500558,51,F,0,Doctorate,Single,FL,yes,no,yes,cellular,Govt,50793
715502808,42,M,3,Unknown,Single,CA,no,no,yes,telephone,Businessman,62735
715503558,29,M,1,Unknown,Married,FL,yes,yes,no,cellular,Selfemployeed,51066
715506258,55,M,3,Unknown,Single,CA,no,yes,yes,cellular,Blue-collar,64403
715510683,50,M,2,High School,Single,FL,no,yes,yes,telephone,Businessman,73373
715511658,58,F,0,Graduate,Married,CA,no,no,no,cellular,Blue-collar,13938
715514133,46,F,3,Graduate,Single,TX,no,no,no,cellular,Govt,19482
715515333,46,M,5,Uneducated,Unknown,FL,no,yes,no,cellular,Retirees,47872
715516458,54,F,0,High School,Unknown,CA,no,no,no,unknown,Selfemployeed,30541
715517733,44,F,5,Unknown,Married,NY,yes,no,yes,cellular,Selfemployeed,5225
715518783,57,F,2,Graduate,Single,NY,yes,yes,no,unknown,White-collar,147860
715519983,50,M,1,Doctorate,Single,CA,no,no,no,cellular,Blue-collar,116486
715522233,55,M,0,High School,Married,TX,no,yes,no,cellular,Blue-collar,82852
715524708,45,F,3,Graduate,Married,NV,no,no,no,cellular,Selfemployeed,14975
715528983,40,F,4,Graduate,Single,CA,no,no,no,cellular,Blue-collar,14762
715530258,31,M,1,Graduate,Unknown,TX,yes,no,no,cellular,Businessman,26129
715532208,57,M,0,Graduate,Married,FL,no,yes,no,cellular,White-collar,42439
715533108,44,F,2,Graduate,Married,FL,yes,no,no,cellular,Govt,29892
715534083,41,F,2,Graduate,Married,CA,no,no,no,cellular,Selfemployeed,48585
715537383,47,M,2,Uneducated,Married,FL,no,no,no,cellular,Businessman,45505
715540233,59,M,1,Doctorate,Single,CA,no,no,no,cellular,Businessman,71034
715542783,47,M,3,Uneducated,Single,TX,no,yes,no,cellular,Businessman,127418
715543908,54,F,1,Graduate,Single,TX,no,yes,no,cellular,Blue-collar,12238
715544883,53,M,2,Graduate,Married,NJ,no,no,no,unknown,White-collar,138556
715545933,33,M,1,Graduate,Married,NY,yes,no,no,cellular,White-collar,158731
715547058,54,F,4,Post-Graduate,Married,CA,no,yes,yes,unknown,Selfemployeed,31692
715548183,29,F,1,Uneducated,Single,TX,yes,yes,no,unknown,Selfemployeed,34970
715549158,45,M,3,Uneducated,Unknown,NY,yes,no,no,cellular,Blue-collar,77523
715550508,40,F,3,Uneducated,Married,TX,no,yes,no,cellular,Selfemployeed,11710
715551783,50,M,3,Graduate,Married,TX,no,no,no,cellular,Businessman,176791
715554708,50,M,2,Graduate,Single,FL,no,no,no,unknown,Businessman,190599
715555833,44,F,3,Unknown,Single,TX,yes,yes,no,cellular,Blue-collar,52374
715563558,48,F,4,Graduate,Single,PA,no,yes,no,cellular,Businessman,29286
715565058,45,M,5,Graduate,Married,TX,yes,no,no,cellular,White-collar,64473
715566408,35,M,2,Uneducated,Single,CA,no,no,no,telephone,Selfemployeed,60680
715567608,49,M,4,Graduate,Single,FL,yes,no,no,unknown,White-collar,46250
715570533,46,F,2,Graduate,Single,FL,no,yes,no,cellular,Selfemployeed,14975
715571583,56,M,1,Graduate,Single,NY,yes,yes,no,cellular,Businessman,81015
715572783,29,M,1,Graduate,Married,TX,no,no,no,cellular,Businessman,69143
715573758,56,F,2,Graduate,Married,NY,yes,yes,no,cellular,Businessman,207478
715575258,51,M,1,Unknown,Single,NY,no,no,no,cellular,Govt,108077
715579233,42,M,2,Graduate,Married,NY,no,yes,no,cellular,Retirees,81884
715581633,52,M,2,Graduate,Married,TX,no,no,no,cellular,Retirees,92511
715583283,30,M,2,Post-Graduate,Single,NJ,no,yes,no,cellular,Retirees,49351
715585158,46,F,3,Graduate,Married,NJ,no,no,no,unknown,Selfemployeed,11091
715588008,60,F,1,High School,Single,NY,no,yes,no,telephone,Blue-collar,25795
715588908,53,F,1,Unknown,Single,TX,no,yes,no,cellular,White-collar,34977
715590258,57,M,2,Uneducated,Married,TX,yes,yes,no,cellular,Businessman,74700
715593783,44,F,2,Uneducated,Single,FL,no,yes,yes,cellular,Retirees,56461
715596783,47,F,2,Unknown,Unknown,CA,no,yes,no,cellular,Retirees,58058
715599633,46,M,2,Graduate,Single,NY,no,yes,no,cellular,White-collar,106537
715600533,46,M,5,Doctorate,Single,TX,yes,yes,no,cellular,White-collar,138936
715601808,44,F,1,Unknown,Unknown,TX,no,yes,no,cellular,Businessman,235908
715603233,43,M,2,Graduate,Married,NY,no,yes,no,cellular,White-collar,62492
715607958,62,M,0,Uneducated,Single,NY,no,no,no,cellular,Blue-collar,59779
715609533,51,F,1,High School,Married,TX,yes,no,no,cellular,Businessman,17814
715610733,49,M,2,Graduate,Single,CA,yes,yes,no,cellular,Businessman,111739
715611933,42,F,4,Unknown,Married,CA,yes,no,yes,cellular,Blue-collar,39539
715612983,44,F,2,Uneducated,Married,CA,yes,no,no,cellular,Businessman,25840
715615233,40,M,4,Graduate,Married,FL,no,yes,yes,cellular,Govt,65785
715616358,47,M,2,Uneducated,Unknown,NJ,yes,no,no,cellular,Businessman,60730
715617333,51,M,2,Graduate,Single,CA,no,yes,no,cellular,White-collar,87448
715622508,55,F,2,Graduate,Unknown,NY,no,no,no,unknown,Blue-collar,21465
715623483,45,F,5,Graduate,Married,NY,no,yes,no,unknown,Blue-collar,14493
715624533,52,M,0,Uneducated,Unknown,NY,yes,no,no,cellular,Businessman,107377
715625658,54,M,1,Graduate,Married,PA,no,yes,no,cellular,Businessman,70519
715627833,45,M,3,Post-Graduate,Married,CA,no,yes,no,cellular,Selfemployeed,67774
715628733,51,F,1,High School,Married,CA,no,no,no,cellular,Businessman,35139
715629783,62,M,1,Graduate,Married,NJ,no,yes,no,telephone,Govt,60411
715630983,46,M,3,Graduate,Married,NJ,no,no,no,cellular,Selfemployeed,100923
715636533,52,M,2,High School,Married,FL,yes,no,no,cellular,Retirees,80000
715640358,45,F,4,Unknown,Single,NJ,no,no,no,unknown,Blue-collar,12087
715644633,47,M,3,Unknown,Single,TX,no,no,yes,cellular,Govt,95970
715645908,46,M,3,Graduate,Single,NJ,no,no,no,unknown,Blue-collar,114708
715649358,63,M,0,Graduate,Single,FL,no,yes,no,cellular,Blue-collar,107905
715650783,48,M,3,High School,Married,PA,no,yes,no,cellular,Retirees,84815
715651833,55,F,1,Graduate,Married,FL,yes,no,no,cellular,Selfemployeed,14975
715655283,27,M,0,Uneducated,Single,CA,no,no,no,cellular,Govt,61448
715657833,57,M,4,Graduate,Married,TX,no,yes,no,cellular,Selfemployeed,87357
715659333,43,M,1,High School,Married,TX,yes,yes,no,cellular,Selfemployeed,65805
715660308,50,F,2,Unknown,Married,CA,no,no,no,cellular,White-collar,30668
715662258,60,M,1,High School,Single,TX,no,yes,yes,cellular,Blue-collar,41944
715663458,52,M,2,Graduate,Single,CA,yes,no,no,cellular,Selfemployeed,90060
715664808,53,F,1,Uneducated,Single,CA,no,yes,no,unknown,Blue-collar,27286
715670058,39,F,4,Graduate,Married,NY,yes,no,no,unknown,Blue-collar,42435
715671183,39,M,1,Unknown,Single,NY,no,yes,no,cellular,White-collar,117796
715672458,52,M,3,Graduate,Married,FL,yes,yes,no,cellular,Selfemployeed,68564
715674483,30,F,1,Uneducated,Single,FL,yes,no,no,cellular,Selfemployeed,9535
715675458,53,F,1,Graduate,Single,VA,no,no,no,unknown,Blue-collar,43367
715679733,45,F,2,Post-Graduate,Married,TX,yes,yes,no,cellular,Businessman,37658
715680933,53,F,5,Unknown,Married,NY,yes,no,no,cellular,White-collar,36758
715682208,41,M,3,High School,Married,TX,no,yes,no,cellular,White-collar,71784
715684308,35,F,2,High School,Married,CA,no,no,no,unknown,Blue-collar,13249
715686183,51,M,2,Uneducated,Married,NY,no,no,no,telephone,Businessman,78566
715688958,46,M,2,Graduate,Married,TX,no,yes,no,cellular,Govt,68328
715690908,35,F,2,High School,Married,NY,no,yes,no,cellular,Blue-collar,37179
715691808,45,M,2,Graduate,Single,TX,yes,no,no,cellular,Retirees,46080
715694433,55,F,2,Unknown,Married,NJ,no,yes,no,cellular,Businessman,147209
715698633,56,F,1,Graduate,Married,FL,yes,no,no,cellular,White-collar,25928
715699983,44,F,2,Doctorate,Single,NY,no,no,no,cellular,Selfemployeed,14975
715701033,42,F,2,Uneducated,Single,NY,no,no,no,cellular,Blue-collar,21674
715702758,42,F,2,Doctorate,Married,TX,no,no,no,cellular,Selfemployeed,14975
715705683,48,M,2,Graduate,Married,NY,no,yes,no,cellular,Businessman,69340
715708308,50,F,3,High School,Single,CA,yes,yes,yes,unknown,Blue-collar,12136
715710708,46,M,4,Graduate,Married,FL,no,no,no,cellular,Businessman,69542
715713408,34,M,4,Uneducated,Single,MI,no,yes,yes,cellular,Businessman,224372
715714458,49,M,3,Uneducated,Single,IL,yes,no,no,cellular,Blue-collar,116558
715716333,32,F,2,Post-Graduate,Married,NY,yes,no,no,cellular,Govt,56079
715717608,30,M,2,Graduate,Single,TX,yes,no,no,telephone,White-collar,79460
715719033,59,M,0,Graduate,Married,CA,no,no,no,cellular,White-collar,41853
715720083,47,F,3,Unknown,Married,TX,yes,yes,no,unknown,Govt,35155
715724808,38,F,2,Graduate,Single,NY,yes,no,no,cellular,Selfemployeed,59305
715725858,47,M,4,Graduate,Married,TX,yes,no,no,cellular,White-collar,84104
715728108,49,M,1,Doctorate,Married,OR,no,yes,no,cellular,Businessman,164308
715729683,41,M,4,Uneducated,Single,CA,yes,no,no,cellular,Govt,109276
715731033,50,F,3,High School,Single,CA,yes,no,no,unknown,Blue-collar,38936
715732533,57,F,2,Post-Graduate,Married,TX,yes,yes,no,cellular,Govt,21604
715735233,38,F,2,High School,Married,IA,no,no,no,cellular,Selfemployeed,14975
715736283,43,M,4,Doctorate,Unknown,CA,yes,yes,yes,cellular,Businessman,73446
715737258,48,M,4,High School,Married,NY,no,yes,no,cellular,Blue-collar,85398
715739733,48,M,3,Graduate,Single,VA,yes,no,no,cellular,Businessman,97374
715742658,55,M,3,Uneducated,Single,NJ,no,yes,yes,cellular,White-collar,119715
715745508,44,F,2,Graduate,Single,NY,no,yes,no,cellular,Selfemployeed,14975
715746633,39,M,2,Uneducated,Single,NY,yes,no,no,cellular,White-collar,55492
715749108,50,F,2,Unknown,Single,CA,yes,yes,no,cellular,Selfemployeed,35508
715749858,45,F,3,High School,Single,CA,no,no,no,unknown,Selfemployeed,14975
715750758,50,F,4,Post-Graduate,Married,FL,yes,no,no,unknown,Selfemployeed,14975
715754133,36,M,4,Graduate,Single,NY,yes,no,no,cellular,Businessman,127035
715756683,47,M,3,Graduate,Married,TX,yes,no,no,cellular,Businessman,207738
715759458,48,F,2,Graduate,Married,FL,no,no,no,cellular,Selfemployeed,49316
715760733,54,F,3,Graduate,Single,FL,no,no,no,cellular,Selfemployeed,9535
715762083,48,F,2,Unknown,Married,FL,no,no,no,cellular,Govt,29154
715764483,54,F,3,Doctorate,Single,CA,yes,no,no,cellular,Blue-collar,13257
715765758,44,M,3,Graduate,Single,TX,yes,no,no,telephone,White-collar,53915
715767033,40,M,2,Graduate,Married,NJ,yes,no,no,cellular,Govt,85510
715769958,52,F,3,Graduate,Unknown,CA,yes,yes,no,cellular,Businessman,192227
715771608,55,F,4,Graduate,Married,FL,yes,no,no,cellular,Blue-collar,51789
715773783,37,F,3,Unknown,Married,NY,yes,yes,no,unknown,Retirees,29675
715774833,50,M,2,Uneducated,Married,TX,yes,yes,no,cellular,Businessman,42332
715776033,35,M,2,High School,Unknown,CA,no,no,no,cellular,White-collar,50702
715778358,37,M,2,Graduate,Married,TX,yes,yes,yes,unknown,Selfemployeed,39721
715779333,47,M,2,Graduate,Single,CA,no,yes,no,cellular,Businessman,44645
715783758,45,F,4,High School,Married,NJ,yes,yes,no,telephone,Selfemployeed,14975
715784808,50,F,3,High School,Married,CA,no,yes,no,cellular,Retirees,45156
715785933,33,F,2,High School,Single,FL,no,no,no,telephone,Selfemployeed,14975
715797783,63,M,2,Graduate,Married,NY,no,yes,no,telephone,White-collar,71035
715798608,60,F,1,Post-Graduate,Single,NY,yes,no,no,telephone,Businessman,47695
715799808,39,M,4,Graduate,Married,TX,no,yes,no,cellular,Govt,101147
715800708,26,F,0,Unknown,Unknown,NY,yes,no,no,cellular,Selfemployeed,14975
715803933,39,M,2,Graduate,Married,NY,no,no,no,cellular,White-collar,61652
715805133,35,M,3,Graduate,Married,FL,no,yes,no,cellular,Blue-collar,99987
715807383,35,M,5,Uneducated,Married,NY,yes,yes,no,cellular,White-collar,96955
715808808,44,M,3,Graduate,Married,NY,no,yes,no,cellular,White-collar,134557
715812258,30,F,0,High School,Single,TX,no,yes,no,unknown,Selfemployeed,8250
715814433,45,F,2,Unknown,Single,CA,yes,no,no,cellular,Govt,38885
715815783,41,M,4,Graduate,Married,TX,no,no,no,cellular,Retirees,69939
715821183,45,F,2,Graduate,Single,NY,no,yes,no,unknown,White-collar,49780
715822008,53,F,0,Graduate,Single,NY,yes,yes,no,cellular,Govt,18370
715824108,48,M,5,Unknown,Single,FL,yes,no,no,cellular,Retirees,74537
715825458,38,M,2,Graduate,Married,NY,no,no,no,cellular,Businessman,101108
715827858,40,F,3,High School,Married,NJ,yes,no,no,unknown,Selfemployeed,10205
715829358,33,M,2,High School,Single,NY,no,no,no,cellular,White-collar,78555
715830558,35,M,2,High School,Married,FL,no,yes,no,cellular,Retirees,103731
715832058,52,M,2,Uneducated,Single,CA,no,no,yes,cellular,White-collar,167628
715839708,50,M,1,Graduate,Married,CA,no,no,no,unknown,Businessman,101790
715842183,58,M,1,High School,Married,NJ,no,no,no,cellular,Businessman,47330
715843533,48,F,4,Graduate,Married,TX,yes,no,no,cellular,Selfemployeed,21660
715844733,59,M,2,Post-Graduate,Married,FL,yes,yes,no,cellular,White-collar,70100
715847058,36,F,2,Graduate,Married,NY,yes,yes,yes,cellular,White-collar,27982
715848408,53,F,2,Graduate,Single,CA,no,no,no,unknown,Blue-collar,10731
715849983,52,F,3,Uneducated,Single,CA,yes,no,no,cellular,Selfemployeed,47455
715851333,48,M,2,Graduate,Married,TX,yes,yes,yes,cellular,White-collar,103210
715855083,44,F,2,Doctorate,Married,TX,no,yes,no,cellular,Businessman,32530
715856208,57,F,2,Unknown,Single,NY,no,no,no,cellular,Retirees,48067
715857183,48,F,4,Graduate,Married,NY,yes,no,no,cellular,Govt,22529
715858008,53,F,1,High School,Married,FL,no,no,no,cellular,Selfemployeed,10328
715859058,49,F,2,Graduate,Married,FL,no,no,yes,unknown,Selfemployeed,12568
715864983,36,M,3,High School,Single,CA,no,yes,no,cellular,Selfemployeed,82456
715866033,49,F,1,Unknown,Married,FL,yes,no,no,cellular,Businessman,43466
715870758,57,F,2,High School,Married,NY,no,no,no,unknown,White-collar,26113
715872333,44,F,1,Unknown,Single,NY,no,no,no,cellular,Selfemployeed,12150
715878183,48,F,2,Graduate,Single,FL,yes,no,no,cellular,Selfemployeed,14975
715880283,61,M,0,Doctorate,Single,CA,yes,yes,no,telephone,Govt,72565
715883358,55,F,1,Unknown,Married,FL,yes,no,no,cellular,Blue-collar,14405
715884858,41,F,3,Uneducated,Married,TX,yes,no,no,cellular,Selfemployeed,14864
715891533,43,M,2,High School,Married,FL,yes,yes,yes,cellular,Blue-collar,99423
715893633,33,M,1,Graduate,Married,NJ,yes,yes,no,cellular,Blue-collar,76814
715898058,39,F,2,High School,Married,FL,no,yes,no,cellular,Selfemployeed,14975
715901508,51,F,2,High School,Single,TX,no,no,no,unknown,Businessman,16886
715904433,47,F,3,Doctorate,Married,TX,no,yes,yes,unknown,White-collar,20801
715905633,38,F,1,High School,Married,CA,no,yes,no,unknown,White-collar,37310
715908558,42,M,5,High School,Unknown,CA,no,yes,yes,cellular,Govt,104975
715910883,43,M,2,High School,Single,TX,no,yes,no,cellular,Selfemployeed,67312
715915458,38,F,3,Uneducated,Single,NY,no,no,no,cellular,Selfemployeed,7865
715919283,31,M,0,Graduate,Married,FL,no,no,no,cellular,Govt,23387
715921758,48,F,5,Unknown,Married,CA,no,yes,no,cellular,Businessman,33298
715923408,47,F,2,Post-Graduate,Single,TX,no,yes,no,cellular,Businessman,193362
715928808,40,M,2,Unknown,Married,CA,yes,no,no,cellular,Blue-collar,69493
715932708,58,F,1,High School,Married,CA,no,yes,no,telephone,Retirees,59187
715934283,62,F,2,Graduate,Married,CA,no,no,no,unknown,Blue-collar,34375
715937133,49,F,4,Uneducated,Married,FL,no,no,no,unknown,Selfemployeed,14975
715940358,50,F,2,Graduate,Single,TX,no,yes,yes,cellular,Retirees,16125
715941633,42,M,4,Graduate,Married,TX,no,yes,yes,cellular,Govt,42374
715942683,40,F,4,Graduate,Single,TX,no,yes,no,unknown,Selfemployeed,26037
715948833,61,M,0,Graduate,Single,TX,yes,yes,no,cellular,Retirees,90700
715950483,52,F,4,Graduate,Single,NY,no,yes,no,cellular,Govt,26595
715952883,60,F,2,Unknown,Married,TX,no,yes,no,unknown,Selfemployeed,15366
715954158,59,F,2,High School,Married,TX,no,yes,no,cellular,Blue-collar,27417
715955208,55,M,1,High School,Married,CA,no,yes,no,cellular,Retirees,67059
715956258,52,F,2,Unknown,Married,FL,no,no,no,cellular,Businessman,19514
715957233,49,M,2,Graduate,Married,NY,yes,yes,no,cellular,White-collar,74459
715958583,39,F,3,Graduate,Single,NY,no,no,yes,telephone,Selfemployeed,39116
715960308,42,F,1,Graduate,Single,TX,yes,no,no,unknown,Blue-collar,20241
715964058,51,M,0,High School,Single,CA,no,yes,no,cellular,White-collar,93267
715968858,52,F,0,Doctorate,Single,NJ,no,no,no,cellular,Businessman,16475
715970133,40,F,4,Uneducated,Married,NY,yes,yes,yes,cellular,Blue-collar,37523
715971108,45,F,4,High School,Single,FL,yes,yes,no,cellular,Selfemployeed,14975
715973583,40,F,2,Graduate,Married,CA,no,no,no,cellular,Selfemployeed,12845
715974783,63,M,0,Uneducated,Single,TX,no,yes,no,cellular,Retirees,69883
715976433,46,F,1,Post-Graduate,Married,NY,no,no,no,cellular,Businessman,53817
715980258,44,M,1,Uneducated,Married,CA,yes,yes,yes,cellular,Selfemployeed,79317
715984908,46,M,2,Unknown,Married,NJ,yes,no,no,cellular,Businessman,81111
715986258,44,M,4,Uneducated,Single,TX,no,no,no,cellular,Selfemployeed,48317
715987758,47,F,1,Unknown,Married,CA,yes,yes,yes,cellular,Govt,34624
715989108,46,M,3,High School,Single,NY,yes,yes,no,unknown,White-collar,120186
715992558,52,F,3,Unknown,Married,IL,no,yes,no,cellular,White-collar,19391
715993608,34,F,1,Graduate,Single,FL,no,no,no,cellular,Selfemployeed,14975
715995933,43,M,3,Post-Graduate,Single,TX,no,yes,no,cellular,Selfemployeed,71320
715996983,59,F,1,Graduate,Single,TX,no,no,no,cellular,Selfemployeed,14975
715999608,52,F,1,Graduate,Single,FL,no,no,yes,cellular,Selfemployeed,12802
716002458,40,F,2,Graduate,Single,TX,no,yes,no,unknown,Businessman,221548
716004258,46,M,4,High School,Married,IL,no,no,no,telephone,Businessman,239346
716007708,50,M,1,Post-Graduate,Single,TX,no,yes,no,cellular,Selfemployeed,79486
716009883,50,F,2,Unknown,Single,NY,no,yes,no,cellular,Selfemployeed,55001
716013858,39,M,3,Graduate,Married,NY,yes,no,no,cellular,Businessman,89616
716014983,49,F,3,Graduate,Single,NY,yes,no,no,cellular,Selfemployeed,41586
716019333,45,F,4,High School,Single,TX,yes,yes,no,cellular,White-collar,50008
716022258,47,F,3,Graduate,Married,NY,yes,no,yes,cellular,Businessman,17154
716023533,41,M,4,Graduate,Married,CA,no,no,no,cellular,Blue-collar,58093
716024808,41,F,3,Graduate,Single,FL,no,no,no,unknown,Selfemployeed,5225
716027208,51,F,3,High School,Married,CA,no,no,no,unknown,Selfemployeed,6550
716028108,44,M,4,Post-Graduate,Married,FL,yes,no,no,cellular,White-collar,73450
716029158,44,M,2,Graduate,Single,TX,no,yes,no,cellular,Selfemployeed,14975
716032233,50,F,1,Post-Graduate,Single,FL,yes,yes,no,telephone,Blue-collar,46694
716033508,49,M,2,Unknown,Unknown,NJ,yes,yes,no,cellular,Retirees,66282
716037708,46,F,3,Graduate,Single,TX,no,yes,no,cellular,Govt,35666
716038533,60,F,1,High School,Married,TX,yes,yes,yes,cellular,Selfemployeed,14078
716039433,40,F,2,Graduate,Single,NY,yes,yes,no,cellular,Blue-collar,37475
716040783,43,M,5,Graduate,Single,NY,no,no,no,telephone,White-collar,52670
716041908,41,F,4,Unknown,Single,TX,no,no,no,cellular,Businessman,59737
716043258,53,F,3,High School,Married,TX,yes,no,no,cellular,Selfemployeed,14975
716044383,54,F,2,Graduate,Married,TX,yes,yes,yes,cellular,Retirees,53012
716045508,54,M,5,Graduate,Married,CA,no,no,no,unknown,Blue-collar,109416
716053083,59,F,0,Graduate,Single,NY,yes,yes,no,unknown,Selfemployeed,2565
716056158,52,F,0,Post-Graduate,Single,NY,yes,no,no,cellular,Selfemployeed,26524
716059608,41,F,4,Graduate,Married,CA,yes,yes,no,cellular,Retirees,35853
716060358,47,M,4,Graduate,Married,FL,no,no,no,cellular,Govt,87112
716063583,36,M,1,Post-Graduate,Married,FL,no,yes,no,cellular,Blue-collar,115769
716067333,36,M,3,Unknown,Single,NY,no,yes,no,cellular,Blue-collar,68479
716068683,36,F,3,Graduate,Single,CA,yes,no,no,cellular,White-collar,34652
716071233,44,M,5,Unknown,Married,NY,no,no,no,cellular,Blue-collar,70892
716075208,45,F,4,Uneducated,Married,AK,no,no,yes,unknown,Selfemployeed,17522
716077458,44,F,3,Graduate,Single,TX,yes,no,yes,cellular,Selfemployeed,35357
